epoch,l1,l2,step,train/loss
112,0.05322948843240738,0.0027768269646912813,112,600.6350708007812
113,0.053226809948682785,0.002854934660717845,113,600.1024780273438
114,0.053222689777612686,0.002907486166805029,114,599.5765380859375
115,0.05321653559803963,0.0029361415654420853,115,599.0574340820312
116,0.053207676857709885,0.002942848252132535,116,598.544189453125
117,0.05319541320204735,0.0029297678265720606,117,598.0347900390625
118,0.05317907780408859,0.00289920880459249,118,597.5266723632812
119,0.05315804481506348,0.002853566315025091,119,597.01904296875
120,0.05313173308968544,0.0027952694799751043,120,596.5115356445312
121,0.053099583834409714,0.002726739039644599,121,596.0043334960938
122,0.05306103825569153,0.002650354290381074,122,595.4973754882812
123,0.05301550030708313,0.0025684263091534376,123,594.9904174804688
124,0.05296231061220169,0.002483176998794079,124,594.4835205078125
125,0.05290073901414871,0.0023967197630554438,125,593.9772338867188
126,0.05282996967434883,0.0023110397160053253,126,593.4725952148438
127,0.052749134600162506,0.002227973425760865,127,592.970703125
128,0.052657317370176315,0.002149187261238694,128,592.4716796875
129,0.05255359411239624,0.0020761569030582905,129,591.9755249023438
130,0.05243707075715065,0.002010147552937269,130,591.4822387695312
131,0.05230690911412239,0.0019521997310221195,131,590.9920043945312
132,0.05216235667467117,0.0019031187985092402,132,590.50537109375
133,0.05200277641415596,0.0018634703010320663,133,590.0227661132812
134,0.05182766169309616,0.001833579153753817,134,589.54443359375
135,0.05163666978478432,0.0018135331338271499,135,589.0700073242188
136,0.0514296256005764,0.0018031890504062176,136,588.5992431640625
137,0.05120654031634331,0.0018021820578724146,137,588.1318359375
138,0.05096762627363205,0.0018099393928423524,138,587.6676025390625
139,0.05071328952908516,0.0018256984185427427,139,587.20654296875
140,0.05044412240386009,0.001848531188443303,140,586.7486572265625
141,0.05016087368130684,0.0018773748306557536,141,586.2937622070312
142,0.049864426255226135,0.0019110675202682614,142,585.841552734375
143,0.04955574870109558,0.0019483875948935747,143,585.3922119140625
144,0.04923585429787636,0.0019880938343703747,144,584.9456787109375
145,0.04890575632452965,0.0020289630629122257,145,584.5020141601562
146,0.048566438257694244,0.002069823443889618,146,584.0611572265625
147,0.04821881279349327,0.00210958207026124,147,583.6231079101562
148,0.04786372929811478,0.002147244056686759,148,583.18798828125
149,0.04750194773077965,0.0021819272078573704,149,582.7556762695312
150,0.0471341572701931,0.002212869469076395,150,582.3264770507812
151,0.046760980039834976,0.0022394340485334396,151,581.9003295898438
152,0.04638297110795975,0.002261111978441477,152,581.4773559570312
153,0.0460006408393383,0.0022775225806981325,153,581.0574951171875
154,0.04561443626880646,0.0022884143982082605,154,580.640625
155,0.04522475600242615,0.002293664962053299,155,580.2269287109375
156,0.04483192786574364,0.002293278928846121,156,579.8162841796875
157,0.04443620890378952,0.002287384821102023,157,579.4086303710938
158,0.04403778910636902,0.002276228740811348,158,579.0040893554688
159,0.04363677650690079,0.002260165521875024,159,578.6025390625
160,0.04323320835828781,0.00223964499309659,160,578.2039184570312
161,0.0428270623087883,0.002215196378529072,161,577.8082275390625
162,0.04241826757788658,0.002187408972531557,162,577.4154663085938
163,0.0420067198574543,0.002156911650672555,163,577.0255737304688
164,0.041592299938201904,0.002124350517988205,164,576.638671875
165,0.041174888610839844,0.0020903677213937044,165,576.2545776367188
166,0.04075438529253006,0.0020555811934173107,166,575.8734130859375
167,0.04033070430159569,0.0020205669570714235,167,575.4951171875
168,0.03990379720926285,0.0019858444575220346,168,575.1197509765625
169,0.03947363793849945,0.0019518643384799361,169,574.747314453125
170,0.03904024139046669,0.001919000642374158,170,574.3778686523438
171,0.038603655993938446,0.001887544640339911,171,574.0113525390625
172,0.038163959980010986,0.0018577027367427945,172,573.647705078125
173,0.03772127255797386,0.0018295969348400831,173,573.2870483398438
174,0.03727573901414871,0.0018032677471637726,174,572.9293823242188
175,0.03682754188776016,0.0017786793177947402,175,572.5747680664062
176,0.03637688606977463,0.0017557274550199509,176,572.2230224609375
177,0.03592400252819061,0.001734248362481594,177,571.8743896484375
178,0.035469140857458115,0.0017140296986326575,178,571.5286865234375
179,0.03501256927847862,0.0016948217526078224,179,571.18603515625
180,0.03455456718802452,0.0016763493185862899,180,570.8463134765625
181,0.03409542143344879,0.0016583232209086418,181,570.5095825195312
182,0.03363542631268501,0.00164045172277838,182,570.1758422851562
183,0.03317487612366676,0.0016224508872255683,183,569.8451538085938
184,0.03271406888961792,0.0016040544724091887,184,569.5174560546875
185,0.03225329890847206,0.0015850228955969214,185,569.1928100585938
186,0.03179285675287247,0.001565151265822351,186,568.8710327148438
187,0.03133302927017212,0.0015442761359736323,187,568.5523071289062
188,0.030874082818627357,0.0015222812071442604,188,568.2364501953125
189,0.030416270717978477,0.001499101286754012,189,567.923583984375
190,0.029959820210933685,0.0014747238019481301,190,567.6135864257812
191,0.029504934325814247,0.0014491883339360356,191,567.3065795898438
192,0.02905178815126419,0.0014225838240236044,192,567.0023193359375
193,0.028600525110960007,0.0013950433349236846,193,566.7009887695312
194,0.028151264414191246,0.0013667362509295344,194,566.4025268554688
195,0.02770410291850567,0.001337859546765685,195,566.1068115234375
196,0.02725912071764469,0.001308627426624298,196,565.8139038085938
197,0.026816386729478836,0.0012792606139555573,197,565.5236206054688
198,0.026375964283943176,0.0012499768054112792,198,565.2362060546875
199,0.025937912985682487,0.0012209811247885227,199,564.9513549804688
200,0.025502298027276993,0.0011924583232030272,200,564.669189453125
201,0.025069188326597214,0.0011645668419077992,201,564.3895874023438
202,0.02463866025209427,0.0011374346213415265,202,564.112548828125
203,0.024210799485445023,0.0011111561907455325,203,563.8380126953125
204,0.023785697296261787,0.00108579162042588,204,563.56591796875
205,0.02336345613002777,0.0010613674530759454,205,563.2962036132812
206,0.022944189608097076,0.0010378777515143156,206,563.0288696289062
207,0.022528016939759254,0.0010152871254831553,207,562.7638549804688
208,0.02211506851017475,0.0009935348061844707,208,562.5010375976562
209,0.02170548215508461,0.000972539244685322,209,562.2403564453125
210,0.02129940129816532,0.0009522034088149667,210,561.9818115234375
211,0.020896971225738525,0.0009324210113845766,211,561.7252807617188
212,0.02049833908677101,0.0009130825637839735,212,561.4708251953125
213,0.02010365016758442,0.0008940815459936857,213,561.2181396484375
214,0.019713042303919792,0.0008753202273510396,214,560.9674072265625
215,0.019326647743582726,0.0008567145559936762,215,560.7183227539062
216,0.01894458569586277,0.0008381980587728322,216,560.470947265625
217,0.018566960468888283,0.000819724693428725,217,560.2251586914062
218,0.018193865194916725,0.0008012704201973975,218,559.98095703125
219,0.017825376242399216,0.0007828331436030567,219,559.738037109375
220,0.01746155507862568,0.0007644317229278386,220,559.49658203125
221,0.017102448269724846,0.0007461034110747278,221,559.2564697265625
222,0.016748089343309402,0.0007279009441845119,222,559.0174560546875
223,0.01639849878847599,0.0007098884088918567,223,558.7794799804688
224,0.016053687781095505,0.0006921367603354156,224,558.54248046875
225,0.015713661909103394,0.0006747192819602787,225,558.3065185546875
226,0.015378416515886784,0.0006577069871127605,226,558.0713500976562
227,0.015047946013510227,0.0006411644862964749,227,557.8369140625
228,0.014722242951393127,0.0006251466693356633,228,557.6031494140625
229,0.014401298016309738,0.0006096959114074707,229,557.3699951171875
230,0.014085102826356888,0.0005948406178504229,230,557.1371459960938
231,0.01377364993095398,0.0005805945838801563,231,556.9048461914062
232,0.013466932810842991,0.0005669570527970791,232,556.6728515625
233,0.013164944015443325,0.000553914112970233,233,556.4410400390625
234,0.012867676094174385,0.0005414403276517987,234,556.2092895507812
235,0.012575120665133,0.0005295011214911938,235,555.9777221679688
236,0.012287267483770847,0.0005180555745027959,236,555.7459716796875
237,0.01200410258024931,0.0005070590414106846,237,555.51416015625
238,0.011725607328116894,0.0004964659456163645,238,555.2822265625
239,0.011451760306954384,0.00048623248585499823,239,555.0498657226562
240,0.011182534508407116,0.00047631884808652103,240,554.8171997070312
241,0.010917896404862404,0.0004666913009714335,241,554.5841064453125
242,0.010657806880772114,0.00045732365106232464,242,554.3504638671875
243,0.01040222030133009,0.0004481980868149549,243,554.1161499023438
244,0.010151084512472153,0.0004393058188725263,244,553.8812866210938
245,0.009904340840876102,0.00043064678902737796,245,553.6455688476562
246,0.009661923162639141,0.00042222897172905505,246,553.4089965820312
247,0.009423761628568172,0.00041406715172342956,247,553.171630859375
248,0.009189779870212078,0.0004061812360305339,248,552.9332275390625
249,0.008959898725152016,0.000398594478610903,249,552.6937866210938
250,0.008734035305678844,0.00039133132668212056,250,552.4532470703125
251,0.008512105792760849,0.00038441549986600876,251,552.2113647460938
252,0.00829402543604374,0.00037786830216646194,252,551.9684448242188
253,0.008079707622528076,0.0003717072540894151,253,551.72412109375
254,0.00786906760185957,0.0003659449575934559,254,551.4783325195312
255,0.007662020158022642,0.00036058868863619864,255,551.2311401367188
256,0.0074584814719855785,0.0003556402516551316,256,550.982421875
257,0.007258367259055376,0.0003510959795676172,257,550.7319946289062
258,0.007061595097184181,0.000346947432262823,258,550.4800415039062
259,0.0068680825643241405,0.0003431821533013135,259,550.226318359375
260,0.006677746772766113,0.00033978463034145534,260,549.9707641601562
261,0.006490505766123533,0.00033673737198114395,261,549.7134399414062
262,0.00630627665668726,0.0003340220428071916,262,549.4541015625
263,0.006124977022409439,0.0003316204820293933,263,549.1927490234375
264,0.005946523509919643,0.0003295156639069319,264,548.9293823242188
265,0.00577083183452487,0.0003276925999671221,265,548.663818359375
266,0.005597817711532116,0.00032613883377052844,266,548.3961181640625
267,0.005427395459264517,0.00032484481926076114,267,548.1261596679688
268,0.005259479861706495,0.00032380412449128926,268,547.8538208007812
269,0.005093983840197325,0.00032301340252161026,269,547.5790405273438
270,0.004930821247398853,0.0003224721585866064,270,547.3018188476562
271,0.004769905004650354,0.0003221821680199355,271,547.0220947265625
272,0.004611148964613676,0.00032214689417742193,272,546.7396850585938
273,0.004454467445611954,0.00032237081904895604,273,546.45458984375
274,0.004299775697290897,0.0003228587447665632,274,546.1666870117188
275,0.004146989900618792,0.0003236152115277946,275,545.8759765625
276,0.00399602809920907,0.00032464388641528785,276,545.5823974609375
277,0.003846809733659029,0.00032594703952781856,277,545.2857055664062
278,0.003699256805703044,0.00032752519473433495,278,544.9860229492188
279,0.0035532929468899965,0.00032937689684331417,279,544.68310546875
280,0.003408843884244561,0.0003314985951874405,280,544.3770141601562
281,0.0032658379059284925,0.0003338847600389272,281,544.0675659179688
282,0.0031242049299180508,0.0003365282609593123,282,543.7546997070312
283,0.002983876969665289,0.00033942045411095023,283,543.4384155273438
284,0.002844787435606122,0.00034255164791829884,284,543.1184692382812
285,0.0027068716008216143,0.00034591153962537646,285,542.794921875
286,0.0025700656697154045,0.0003494896518532187,286,542.467529296875
287,0.002434307476505637,0.0003532755945343524,287,542.1364135742188
288,0.0022995355539023876,0.0003572592104319483,288,541.8013305664062
289,0.002165690064430237,0.0003614308952819556,289,541.4622192382812
290,0.0020327118691056967,0.0003657818306237459,290,541.1190185546875
291,0.0019005431095138192,0.0003703038673847914,291,540.7716674804688
292,0.0017691263929009438,0.0003749897296074778,292,540.4199829101562
293,0.0016384052578359842,0.0003798329271376133,293,540.0639038085938
294,0.0015083239413797855,0.00038482763920910656,294,539.7033081054688
295,0.0013788274955004454,0.0003899683360941708,295,539.3382568359375
296,0.001249861903488636,0.0003952497208956629,296,538.968505859375
297,0.0011213739635422826,0.0004006664385087788,297,538.593994140625
298,0.000993311288766563,0.00040621290099807084,298,538.214599609375
299,0.0008656224817968905,0.00041188299655914307,299,537.8302612304688
300,0.0007382566691376269,0.00041767003131099045,300,537.44091796875
301,0.0006111639086157084,0.00042356655467301607,301,537.0465698242188
302,0.00048429484013468027,0.00042956421384587884,302,536.6468505859375
303,0.00035760088940151036,0.00043565372470766306,303,536.2418823242188
304,0.00023103370040189475,0.00044182484271004796,304,535.8314819335938
305,0.00010454519360791892,0.00044806665391661227,305,535.4156494140625
306,-2.191266685258597e-05,0.00045436748769134283,306,534.9942626953125
307,-0.00014838794595561922,0.0004607150622177869,307,534.5671997070312
308,-0.0002749291597865522,0.00046709657181054354,308,534.1344604492188
309,-0.00040158507181331515,0.00047349880333058536,309,533.6959228515625
310,-0.0005284051294438541,0.00047990822349675,310,533.25146484375
311,-0.0006554396823048592,0.0004863109497819096,311,532.8011474609375
312,-0.0007827396038919687,0.0004926927504129708,312,532.3447265625
313,-0.0009103566408157349,0.0004990390734747052,313,531.88232421875
314,-0.0010383438784629107,0.0005053353379480541,314,531.413818359375
315,-0.0011667549842968583,0.0005115666426718235,315,530.9390258789062
316,-0.0012956449063494802,0.0005177177372388542,316,530.4581909179688
317,-0.0014250697568058968,0.0005237730802036822,317,529.9710693359375
318,-0.001555086812004447,0.0005297166644595563,318,529.4776000976562
319,-0.0016857543960213661,0.0005355320172384381,319,528.9779052734375
320,-0.0018171319970861077,0.0005412020836956799,320,528.471923828125
321,-0.0019492800347507,0.0005467091104947031,321,527.9596557617188
322,-0.002082260325551033,0.0005520347622223198,322,527.4410400390625
323,-0.002216135384514928,0.0005571600049734116,323,526.9161987304688
324,-0.0023509690072387457,0.0005620651063509285,324,526.3851318359375
325,-0.0024868259206414223,0.0005667299265041947,325,525.8477783203125
326,-0.0026237720157951117,0.0005711338017135859,326,525.3043212890625
327,-0.002761873649433255,0.0005752554861828685,327,524.7547607421875
328,-0.002901198575273156,0.0005790734430775046,328,524.1992797851562
329,-0.0030418147798627615,0.0005825659027323127,329,523.6378173828125
330,-0.003183790948241949,0.0005857109208591282,330,523.0704956054688
331,-0.0033271959982812405,0.0005884866113774478,331,522.4976196289062
332,-0.0034720986150205135,0.000590871146414429,332,521.919189453125
333,-0.0036185667850077152,0.0005928428727202117,333,521.3352661132812
334,-0.0037666684947907925,0.0005943807191215456,334,520.7462768554688
335,-0.00391647033393383,0.0005954641383141279,335,520.1522216796875
336,-0.004068037495017052,0.0005960733396932483,336,519.5534057617188
337,-0.004221432842314243,0.0005961894639767706,337,518.9500122070312
338,-0.004376716911792755,0.0005957946996204555,338,518.3422241210938
339,-0.004533946979790926,0.0005948727484792471,339,517.7304077148438
340,-0.004693176597356796,0.0005934087675996125,340,517.1148681640625
341,-0.004854454658925533,0.0005913897766731679,341,516.4957275390625
342,-0.005017825867980719,0.000588804658036679,342,515.8734130859375
343,-0.005183327943086624,0.0005856446223333478,343,515.248291015625
344,-0.0053509920835494995,0.0005819032085128129,344,514.6206665039062
345,-0.005520842969417572,0.0005775766330771148,345,513.9909057617188
346,-0.00569289643317461,0.0005726639647036791,346,513.359375
347,-0.005867158528417349,0.0005671672988682985,347,512.7265625
348,-0.00604362552985549,0.0005610919906757772,348,512.0927124023438
349,-0.006222282070666552,0.0005544467712752521,349,511.4584045410156
350,-0.006403100676834583,0.0005472438642755151,350,510.823974609375
351,-0.006586040835827589,0.0005394991603679955,351,510.1898498535156
352,-0.0067710475996136665,0.0005312320427037776,352,509.5565490722656
353,-0.006958050653338432,0.0005224656197242439,353,508.9245300292969
354,-0.00714696291834116,0.0005132266669534147,354,508.294189453125
355,-0.007337680086493492,0.0005035456852056086,355,507.6660461425781
356,-0.007530079688876867,0.0004934566677547991,356,507.0405578613281
357,-0.007724020164459944,0.0004829969839192927,357,506.4181213378906
358,-0.007919340394437313,0.00047220702981576324,358,505.7992248535156
359,-0.00811585783958435,0.0004611300537362695,359,505.1844787597656
360,-0.008313369005918503,0.0004498118651099503,360,504.5740966796875
361,-0.008511649444699287,0.0004383005725685507,361,503.9685974121094
362,-0.008710451424121857,0.0004266461473889649,362,503.36846923828125
363,-0.008909504860639572,0.0004148998996242881,363,502.77410888671875
364,-0.009108518250286579,0.0004031141579616815,364,502.18585205078125
365,-0.009307177737355232,0.00039134174585342407,365,501.6040954589844
366,-0.00950514618307352,0.000379635370336473,366,501.0292663574219
367,-0.009702065959572792,0.00036804715637117624,367,500.4616394042969
368,-0.009897558018565178,0.0003566284431144595,368,499.9015197753906
369,-0.010091223753988743,0.0003454290854278952,369,499.3492126464844
370,-0.010282645933330059,0.00033449698821641505,370,498.8050231933594
371,-0.010471389628946781,0.0003238776989746839,371,498.26922607421875
372,-0.010657002218067646,0.0003136142622679472,372,497.741943359375
373,-0.01083901897072792,0.00030374672496691346,373,497.2234191894531
374,-0.011016962118446827,0.0002943119325209409,374,496.7138366699219
375,-0.011190342716872692,0.00028534329612739384,375,496.2132873535156
376,-0.011358664371073246,0.0002768705890048295,376,495.7219543457031
377,-0.011521424166858196,0.00026891991728916764,377,495.2398376464844
378,-0.011678118258714676,0.00026151372003369033,378,494.7671203613281
379,-0.011828240938484669,0.00025467085652053356,379,494.3037109375
380,-0.011971289291977882,0.00024840651894919574,380,493.8497619628906
381,-0.012106765992939472,0.00024273227609228343,381,493.4052734375
382,-0.01223418302834034,0.00023765624791849405,382,492.9701232910156
383,-0.012353061698377132,0.00023318325111176819,383,492.5444641113281
384,-0.012462938204407692,0.00022931468265596777,384,492.1280822753906
385,-0.012563366442918777,0.00022604872356168926,385,491.7209777832031
386,-0.012653919868171215,0.00022338067356031388,386,491.32305908203125
387,-0.012734194286167622,0.00022130298020783812,387,490.9344177246094
388,-0.012803810648620129,0.00021980547171551734,388,490.5547180175781
389,-0.012862417846918106,0.00021887564798817039,389,490.1840515136719
390,-0.01290969643741846,0.00021849868062417954,390,489.8222351074219
391,-0.012945357710123062,0.00021865786402486265,391,489.46923828125
392,-0.012969148345291615,0.000219334673602134,392,489.1249084472656
393,-0.012980850413441658,0.00022050902771297842,393,488.7892150878906
394,-0.012980285100638866,0.0002221598115283996,394,488.4618835449219
395,-0.012967310845851898,0.0002242648770334199,395,488.14300537109375
396,-0.012941828928887844,0.00022680133406538516,396,487.8323974609375
397,-0.012903778813779354,0.00022974559396971017,397,487.5299072265625
398,-0.012853143736720085,0.0002330735878786072,398,487.23541259765625
399,-0.012789946049451828,0.0002367609995417297,399,486.9490051269531
400,-0.012714250944554806,0.00024078323622234166,400,486.6703796386719
401,-0.01262616366147995,0.00024511583615094423,401,486.3994445800781
402,-0.012525830417871475,0.00024973443942144513,402,486.13623046875
403,-0.012413435615599155,0.0002546148607507348,403,485.8804931640625
404,-0.012289203703403473,0.00025973329320549965,404,485.6321716308594
405,-0.01215339358896017,0.000265066628344357,405,485.3910827636719
406,-0.012006301432847977,0.00027059263084083796,406,485.1572570800781
407,-0.011848256923258305,0.0002762895601335913,407,484.9304504394531
408,-0.011679619550704956,0.0002821367816068232,408,484.7106628417969
409,-0.01150078047066927,0.00028811447555199265,409,484.4976501464844
410,-0.011312156915664673,0.00029420381179079413,410,484.2913513183594
411,-0.011114193126559258,0.0003003871825058013,411,484.0915222167969
412,-0.01090735662728548,0.00030664802761748433,412,483.898193359375
413,-0.010692134499549866,0.0003129707183688879,413,483.7110900878906
414,-0.01046903245151043,0.00031934047001414,414,483.5301208496094
415,-0.01023857295513153,0.0003257437492720783,415,483.3551025390625
416,-0.010001292452216148,0.0003321679832879454,416,483.18585205078125
417,-0.009757740423083305,0.00033860158873721957,417,483.0223083496094
418,-0.009508473798632622,0.0003450342919677496,418,482.8641357421875
419,-0.009254058822989464,0.00035145689616911113,419,482.7113342285156
420,-0.008995065465569496,0.00035786122316494584,420,482.5635986328125
421,-0.008732067421078682,0.00036424020072445273,421,482.42083740234375
422,-0.008465640246868134,0.00037058768793940544,422,482.28271484375
423,-0.008196358568966389,0.0003768984752241522,423,482.1492919921875
424,-0.007924794219434261,0.000383168226107955,424,482.0202331542969
425,-0.007651514373719692,0.0003893931570928544,425,481.89532470703125
426,-0.007377079222351313,0.0003955699794460088,426,481.7745361328125
427,-0.007102041505277157,0.00040169613203033805,427,481.6575622558594
428,-0.006826944649219513,0.0004077692865394056,428,481.54425048828125
429,-0.006552320905029774,0.00041378760943189263,429,481.4344482421875
430,-0.006278688553720713,0.0004197492962703109,430,481.3280334472656
431,-0.006006552372127771,0.0004256529500707984,431,481.2247314453125
432,-0.005736401304602623,0.0004314970865380019,432,481.1245422363281
433,-0.0054687075316905975,0.0004372800176497549,433,481.0271911621094
434,-0.005203925538808107,0.00044300020090304315,434,480.9326171875
435,-0.004942489787936211,0.0004486558900680393,435,480.840576171875
436,-0.004684814717620611,0.0004542450187727809,436,480.75103759765625
437,-0.004431293811649084,0.00045976537512615323,437,480.663818359375
438,-0.004182297736406326,0.0004652146890293807,438,480.57879638671875
439,-0.003938174806535244,0.0004705904284492135,439,480.49591064453125
440,-0.0036992495879530907,0.00047588979941792786,440,480.4150390625
441,-0.003465823130682111,0.00048110983334481716,441,480.3360595703125
442,-0.003238170873373747,0.0004862470959778875,442,480.2588806152344
443,-0.0030165440402925014,0.0004912980366498232,443,480.1834411621094
444,-0.002801167080178857,0.0004962588427588344,444,480.1096496582031
445,-0.0025922399945557117,0.0005011254688724875,445,480.03741455078125
446,-0.0023899367079138756,0.0005058939568698406,446,479.9666442871094
447,-0.002194405999034643,0.0005105603486299515,447,479.8973693847656
448,-0.0020057710353285074,0.0005151210352778435,448,479.8294372558594
449,-0.0018241300713270903,0.0005195726407691836,449,479.7628173828125
